"ID","Description","Index","SubIndex","Name","SubName"
"fabah1","Fabuland Car Door Left",10,2,"Building","Fabuland"
"4612","Fabuland Airplane Tail",10,2,"Building","Fabuland"
"x610","Fabuland Door Frame 2 x 6 x 5",10,2,"Building","Fabuland"
"4072","Fabuland Door 1 x 6 x 7 with Round pane in 4 sections",10,2,"Building","Fabuland"
"fabeh5","Fabuland Utensil Cauldron, Kettle, Teapot",10,2,"Building","Fabuland"
"4086","Fabuland Car Roof, Fixed Curve",10,2,"Building","Fabuland"
"fabei7","Fabuland Utensil Carpet Beater",10,2,"Building","Fabuland"
"x636c01","Fabuland Building Wall 2 x 6 x 7 with Round Top Blue Window",10,2,"Building","Fabuland"
"4783","Fabuland Ferris Wheel Axle Support",10,2,"Building","Fabuland"
"4793","Fabuland Boat",10,2,"Building","Fabuland"
"fabca3","Fabuland Bed",10,2,"Building","Fabuland"
"fabad6","Fabuland Utensil Wheelbarrow (2 Wheels) - Frame only",10,2,"Building","Fabuland"
"4823c02","Fabuland Building Wall 2 x 10 x 7 with Yellow Bay Window",10,2,"Building","Fabuland"
"fabed10","Fabuland Utensil Pickaxe",10,2,"Building","Fabuland"
"4876","Fabuland Slide",10,2,"Building","Fabuland"
"fabeh8","Fabuland Utensil Basket",10,2,"Building","Fabuland"
"fabei6","Fabuland Utensil Vacuum Cleaner",10,2,"Building","Fabuland"
"fabaj3","Fabuland Brick, Modified 1 x 4 x 2 Bell Shape with Headlights",10,2,"Building","Fabuland"
"4750","Fabuland Plate, Round 13 2/3 Stud Diameter - (Ferris Wheel Side, Merry-Go-Round Type 2 Base)",10,2,"Building","Fabuland"
"x636c02","Fabuland Building Wall 2 x 6 x 7 with Round Top Yellow Window",10,2,"Building","Fabuland"
"790","Fabuland Roof Chimney",10,2,"Building","Fabuland"
"x635c02","Fabuland Building Wall 2 x 6 x 7 with Round Symmetric Yellow Window",10,2,"Building","Fabuland"
"2045","Fabuland Swing Seat",10,2,"Building","Fabuland"
"fabbd5","Fabuland Antenna",10,2,"Building","Fabuland"
"4610","Fabuland Utensil Telephone - Base",10,2,"Building","Fabuland"
"x222","Fabuland Sign on Pole",10,2,"Building","Fabuland"
"x610c01","Fabuland Door Frame 2 x 6 x 5 with Red Door",10,2,"Building","Fabuland"
"2131","Fabuland Refrigerator Base",10,2,"Building","Fabuland"
"787c02","Fabuland Roof Support with Green Roof Slope without Chimney Hole",10,2,"Building","Fabuland"
"fabef6","Fabuland Trashcan Lid 5 x 5",10,2,"Building","Fabuland"
"787c03","Fabuland Roof Support with Red Roof Slope with Chimney Hole",10,2,"Building","Fabuland"
"787c04","Fabuland Roof Support with Green Roof Slope with Chimney Hole",10,2,"Building","Fabuland"
"fabac2","Fabuland Tricycle (2 Front Wheels)",10,2,"Building","Fabuland"
"4334","Fabuland Utensil Camera",10,2,"Building","Fabuland"
"4781","Fabuland Lamp Post",10,2,"Building","Fabuland"
"fabac3","Fabuland Scooter",10,2,"Building","Fabuland"
"fabad4","Fabuland Utensil Wheelbarrow (1 Front Wheel)",10,2,"Building","Fabuland"
"fabal6","Fabuland Fire Ladder Complete Assembly",10,2,"Building","Fabuland"
"x637c03","Fabuland Building Wall 2 x 6 x 7 with Squared White Window",10,2,"Building","Fabuland"
"x659","Fabuland Utensil Telephone - Handset 1 x 4 with Hole",10,2,"Building","Fabuland"
"4613","Fabuland Airplane Base 10 x 4",10,2,"Building","Fabuland"
"fabef5","Fabuland Trashcan",10,2,"Building","Fabuland"
"4616a","Fabuland Airplane Motor / Engine Block, Small Pin Hole",10,2,"Building","Fabuland"
"5","Fabuland Fire Ladder Holder 2 x 4 x 2 1/2",10,2,"Building","Fabuland"
"4327","Fabuland Utensil Fishing Rod",10,2,"Building","Fabuland"
"fabaj1","Fabuland Brick, Modified 1 x 4 x 2 Bell Shape",10,2,"Building","Fabuland"
"2041","Fabuland Bench Seat",10,2,"Building","Fabuland"
"x635c01","Fabuland Building Wall 2 x 6 x 7 with Round Symmetric Red Window",10,2,"Building","Fabuland"
"4782","Fabuland Ferris Wheel Seat",10,2,"Building","Fabuland"
"2044","Fabuland Swing Base",10,2,"Building","Fabuland"
"x637c02","Fabuland Building Wall 2 x 6 x 7 with Squared Yellow Window",10,2,"Building","Fabuland"
"fabak3","Fabuland Door with Oval pane in 3 sections",10,2,"Building","Fabuland"
"x845","Fabuland Umbrella Top with No Bottom Flaps, 6 x 6 with No Top Stud (only a nub)",10,2,"Building","Fabuland"
"fabai4","Fabuland Window 1 x 4 x 5 with Curved Top",10,2,"Building","Fabuland"
"4796c01","Fabuland Car Chassis 8 x 6 with Hitch - Complete Assembly",10,2,"Building","Fabuland"
"fabed4","Fabuland Utensil Hammer",10,2,"Building","Fabuland"
"787c01","Fabuland Roof Support with Red Roof Slope without Chimney Hole",10,2,"Building","Fabuland"
"x623","Fabuland Figure Headgear Police Hat",10,2,"Building","Fabuland"
"4616b","Fabuland Airplane Motor / Engine Block, Technic Pin Hole",10,2,"Building","Fabuland"
"fabac1","Fabuland Tricycle (1 Front Wheel)",10,2,"Building","Fabuland"
"787c05","Fabuland Roof Support with Gray Roof Slope without Chimney Hole",10,2,"Building","Fabuland"
"fabad6c01","Fabuland Utensil Wheelbarrow (2 Wheels)",10,2,"Building","Fabuland"
"2040","Fabuland Fence 1 x 6 x 2 Rounded",10,2,"Building","Fabuland"
"x852c01","Fabuland Car Chassis 12 x 6 Old (with Hitch) - Complete Assembly",10,2,"Building","Fabuland"
"4222","Fabuland Chair",10,2,"Building","Fabuland"
"4335","Fabuland Utensil Accordion",10,2,"Building","Fabuland"
"fabah2","Fabuland Car Door Right",10,2,"Building","Fabuland"
"749","Fabuland Container, Side Bags / Saddlebags",10,2,"Building","Fabuland"
"x661c04","Fabuland House Block with White Door and White Windows",10,2,"Building","Fabuland"
"4613c01","Fabuland Airplane Base 10 x 4 with Light Gray Wheels",10,2,"Building","Fabuland"
"789","Fabuland Roof Slope with Chimney Hole",10,2,"Building","Fabuland"
"4323","Fabuland Roof Slope without Chimney Hole",10,2,"Building","Fabuland"
"4779","Fabuland Ferris Wheel Axle Half",10,2,"Building","Fabuland"
"fabah4-hinge","Fabuland Car Roof, Flipable - Hinge Brick",10,2,"Building","Fabuland"
"fabah4","Fabuland Car Roof, Flipable - Top",10,2,"Building","Fabuland"
"x838","Fabuland Umbrella Stand with Round Base",10,2,"Building","Fabuland"
"x661c02","Fabuland House Block with Blue Door and Blue Windows",10,2,"Building","Fabuland"
"x661c01","Fabuland House Block with Red Door and Red Windows",10,2,"Building","Fabuland"
"4610c01","Fabuland Utensil Telephone - Complete Assembly",10,2,"Building","Fabuland"
"x638","Fabuland Window Shutter",10,2,"Building","Fabuland"
"x610c03","Fabuland Door Frame 2 x 6 x 5 with Yellow Door",10,2,"Building","Fabuland"
"x622","Fabuland Figure Headgear Fire Helmet",10,2,"Building","Fabuland"
"x610c02","Fabuland Door Frame 2 x 6 x 5 with White Door",10,2,"Building","Fabuland"
"x610c04","Fabuland Door Frame 2 x 6 x 5 with Blue Door",10,2,"Building","Fabuland"
"x837","Fabuland Umbrella Top with Squared Bottom Flaps",10,2,"Building","Fabuland"
"x661c03","Fabuland House Block with Yellow Door and Yellow Windows",10,2,"Building","Fabuland"
"fabaa1","Fabuland Car Chassis 14 x 6 Old (with Hitch) - Complete Assembly",10,2,"Building","Fabuland"
"4616ac01","Fabuland Airplane Motor / Engine Block, Small Pin Hole (Complete Assembly with Pin and Yellow Propeller)",10,2,"Building","Fabuland"
"787","Fabuland Roof Support Slope, 6 x 2",10,2,"Building","Fabuland"
"4231","Fabuland Mailbox 4 x 4 x 2 Top",10,2,"Building","Fabuland"
"3359","Fence Gate 1 x 3 x 2 Base",10,3,"Building","Fence"
"33303","Fence 1 x 4 x 2 Paled (Picket)",10,3,"Building","Fence"
"3358","Fence Gate 1 x 3 x 2",10,3,"Building","Fence"
"30056","Fence Spindled 4 x 4 x 2 Quarter Round with 2 Studs",10,3,"Building","Fence"
"60791","Fence 2 x 12 x 6",10,3,"Building","Fence"
"21229","Fence Spindled 4 x 4 x 2 Quarter Round with 3 Studs",10,3,"Building","Fence"
"3186","Fence Gate 1 x 4 x 2",10,3,"Building","Fence"
"15332","Fence Spindled 1 x 4 x 2 with 4 Studs",10,3,"Building","Fence"
"41823","Fence 3 x 3 x 2 Quarter Round Ornate with 2 Studs",10,3,"Building","Fence"
"6079","Fence 1 x 8 x 2 2/3",10,3,"Building","Fence"
"19121","Fence Ornamental 1 x 4 x 2 with 4 Studs",10,3,"Building","Fence"
"30077","Fence 1 x 6 x 2",10,3,"Building","Fence"
"30055","Fence Spindled 1 x 4 x 2 with 2 Studs",10,3,"Building","Fence"
"3187","Fence Gate 1 x 4 x 2 Base",10,3,"Building","Fence"
"32932","Fence 1 x 4 x 2 Ornamental Asian Lattice with 4 Studs",10,3,"Building","Fence"
"3633","Fence 1 x 4 x 1",10,3,"Building","Fence"
"3185","Fence 1 x 4 x 2",10,3,"Building","Fence"
"822b","Garage Door Solid (without Counterweights) - Old with Hinge Pins",10,4,"Building","Garage"
"4218","Garage Roller Door Section without Handle",10,4,"Building","Garage"
"822ac01","Garage Door Solid Assembly - Old (Hinge Pin on Counterweights - One Side)",10,4,"Building","Garage"
"4219","Garage Roller Door Section with Handle",10,4,"Building","Garage"
"721","Garage 4 x 8 x 3 Box - HO with Trans-Clear Top",10,4,"Building","Garage"
"822a","Garage Door Solid (without Counterweights) - Old without Hinge Pins",10,4,"Building","Garage"
"820","Garage Floor Plate (Old style)",10,4,"Building","Garage"
"821","Garage Door Frame (Old style)",10,4,"Building","Garage"
"722","Garage 4 x 8 x 3 Door - HO",10,4,"Building","Garage"
"823bc01","Garage Door Glass Assembly - Old with Yellow Frame Pattern (Hinge Pins on Door)",10,4,"Building","Garage"
"2","Homemaker Cupboard 4 x 4 x 4",10,5,"Building","Homemaker"
"679","Homemaker Windowsill Wall Panel 2 x 6 x 2 1/3",10,5,"Building","Homemaker"
"839","Homemaker Washbasin Base 4 x 4 x 4",10,5,"Building","Homemaker"
"840","Homemaker Washbasin Sink",10,5,"Building","Homemaker"
"842","Homemaker Stove / Oven Shelf 4 x 4",10,5,"Building","Homemaker"
"678","Homemaker Awning 2 x 6",10,5,"Building","Homemaker"
"838","Homemaker Cupboard Door 4 x 4",10,5,"Building","Homemaker"
"837","Homemaker Cupboard 4 x 4 x 4 with Door Holder Holes",10,5,"Building","Homemaker"
"841","Homemaker Stove / Oven 4 x 4 x 3",10,5,"Building","Homemaker"
"1","Homemaker Bookcase 2 x 4 x 4",10,5,"Building","Homemaker"
"685","Homemaker Figure Head, No Pattern",10,5,"Building","Homemaker"
"3","Homemaker Drawer 4 x 4 x 2",10,5,"Building","Homemaker"
"843","Homemaker Stove / Oven Door",10,5,"Building","Homemaker"
"851a","Ladder 10.3cm (collapsed) 3-Piece - Middle Section",10,6,"Building","Ladder & Bridge"
"87913","Ladder Holder for Ladder 14 x 2.5",10,6,"Building","Ladder & Bridge"
"bb18b","Ladder 9.6cm (collapsed) 2-Piece - Top Section",10,6,"Building","Ladder & Bridge"
"4000","Ladder 16 x 4 with Semi-Circular Pivot",10,6,"Building","Ladder & Bridge"
"15118","Ladder 16 x 2.5",10,6,"Building","Ladder & Bridge"
"852","Ladder 10.3cm (collapsed) 3-Piece - Top Section",10,6,"Building","Ladder & Bridge"
"4207","Ladder 14 x 2.5",10,6,"Building","Ladder & Bridge"
"bb18a","Ladder 9.6cm (collapsed) 2-Piece - Bottom Section",10,6,"Building","Ladder & Bridge"
"850","Ladder 10.3cm (collapsed) 2 & 3 Piece - Bottom Section",10,6,"Building","Ladder & Bridge"
"11299","Ladder 16 x 3.5 with Side Supports",10,6,"Building","Ladder & Bridge"
"30614","Roof Piece 6 x 6 x 3 Peaked",10,7,"Building","Roof"
"6066","Castle Turret Top 4 x 8 x 2 1/3",10,7,"Building","Roof"
"33215","Tower Roof 6 x 8 x 9",10,7,"Building","Roof"
"35563","Tower Roof 2 x 4 x 4 Half Cone Shaped with Roof Tiles",10,7,"Building","Roof"
"6072","Castle Turret Top 7 x 7 Corner",10,7,"Building","Roof"
"6121","Tower Roof 4 x 8 x 6",10,7,"Building","Roof"
"44511","Tower Roof 8 x 12 x 10 Onion Dome",10,7,"Building","Roof"
"2046","Stairs 6 x 6 x 9 1/3 Curved Enclosed",10,8,"Building","Stairs"
"30134","Stairs 7 x 4 x 6 Straight Open",10,8,"Building","Stairs"
"40243c01","Stairs Spiral Steps 16 with Support (Complete Assembly)",10,8,"Building","Stairs"
"4784","Stairs 4 x 7 x 9 1/3 Straight Enclosed",10,8,"Building","Stairs"
"6169","Stairs 13 x 13 x 12 Curved Open",10,8,"Building","Stairs"
"28466","Stairs 6 x 6 x 4 Curved",10,8,"Building","Stairs"
"40243","Stairs Spiral Step",10,8,"Building","Stairs"
"2680b","Support 4 x 4 x 5 Stanchion, Plain Studs",10,9,"Building","Support"
"30517","Support 2 x 2 x 10 Girder Triangular Vertical - Type 1 - Solid Top, 3 Posts",10,9,"Building","Support"
"2680","Support 4 x 4 x 5 Stanchion",10,9,"Building","Support"
"91176","Support 2 x 2 x 13 with 5 Pin Holes",10,9,"Building","Support"
"58827","Support 2 x 2 x 10 Girder Triangular Vertical - Type 3 - 3 Posts, 2 Sections",10,9,"Building","Support"
"30212","Support Leg Large (Insectoids)",10,9,"Building","Support"
"6168c01","Support 2 x 2 x 11 Solid Pillar",10,9,"Building","Support"
"4168","Support 1 x 16 Lattice (Train Signal Mast)",10,9,"Building","Support"
"30518","Support 2 x 16 x 2 Girder Triangular Horizontal",10,9,"Building","Support"
"57893","Support 2 x 2 x 10 Girder Triangular Vertical - Type 2 - Open Side Top, 1 Post & 1 Panel",10,9,"Building","Support"
"2641","Support Crane Stand Single",10,9,"Building","Support"
"30646a","Support 2 x 2 x 8 with Grooves and Top Peg, Lattice on 2 Sides",10,9,"Building","Support"
"2681","Support 6 x 6 x 10 Stanchion",10,9,"Building","Support"
"92086","Support Crane Stand Double - No Studs on Cross-Brace with Axle Holes on Top",10,9,"Building","Support"
"43888","Support 1 x 1 x 6 Solid Pillar",10,9,"Building","Support"
"2580c01","Support 2 x 2 x 5 Lattice Pillar, Complete Assembly",10,9,"Building","Support"
"4476b","Support 2 x 4 x 5 Stanchion Inclined, 5mm Wide Posts",10,9,"Building","Support"
"30211","Support Leg Small (Insectoids)",10,9,"Building","Support"
"2635","Support Crane Stand Double",10,9,"Building","Support"
"6168","Support 2 x 2 x 11 Solid Pillar Base",10,9,"Building","Support"
"95347","Support 2 x 2 x 10 Girder Triangular Vertical - Type 4 - 3 Posts, 3 Sections",10,9,"Building","Support"
"40244","Support 1 x 1 x 5 1/3 Spiral Staircase Axle",10,9,"Building","Support"
"64448","Support 1 x 6 x 5 Girder Rectangular",10,9,"Building","Support"
"55767","Support 31 x 13 Girder, Trapezoid",10,9,"Building","Support"
"30646b","Support 2 x 2 x 8 with Grooves and Top Peg, Smooth on All Sides",10,9,"Building","Support"
"3940b","Support 2 x 2 x 2 Stand with Complete Hole",10,9,"Building","Support"
"64449","Support 1 x 6 x 10 Girder Triangular",10,9,"Building","Support"
"30129","Support Tepee 20L",10,9,"Building","Support"
"33089","Support 4 x 4 x 5 2/3 Stand",10,9,"Building","Support"
"3853","Window 1 x 4 x 3",11,7,"Door / Window","Window"
"89648c02","Window 2 x 8 x 2 Boat with Trans-Light Blue Glass",11,7,"Door / Window","Window"
"30044","Window 1 x 2 x 2 2/3 with Rounded Top",11,7,"Door / Window","Window"
"6159c01","Window 4 x 4 x 3 Roof with Center Bar and Fixed Glass",11,7,"Door / Window","Window"
"27","Window 1 x 2 x 1",11,7,"Door / Window","Window"
"39bc01","Window 1 x 1 x 1 (old type) with Extended Lip, with fixed Glass",11,7,"Door / Window","Window"
"31bc01","Window 1 x 3 x 2 (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"39ac01","Window 1 x 1 x 1 (old type) with Extended Lip and Solid Stud, with Fixed Glass",11,7,"Door / Window","Window"
"646bc01","Window 1 x 6 x 2 with Shutters (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"30343c02","Window 4 x 10 x 2 Roof Slope Double, Complete Assembly, Trans-Light Blue Glass",11,7,"Door / Window","Window"
"6160c01","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Black Glass",11,7,"Door / Window","Window"
"27bc01","Window 1 x 2 x 1 (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"17454","Window 2 x 6 x 2 Train Front / Boat",11,7,"Door / Window","Window"
"27b","Window 1 x 2 x 1 (old type) with Extended Lip",11,7,"Door / Window","Window"
"29c01","Window 1 x 1 x 2 with Glass",11,7,"Door / Window","Window"
"6160c04","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Green Glass",11,7,"Door / Window","Window"
"60598","Window 2 x 4 x 3 Frame - Hollow Studs",11,7,"Door / Window","Window"
"60592c01","Window 1 x 2 x 2 Flat Front with Trans-Clear Glass",11,7,"Door / Window","Window"
"646b","Window 1 x 6 x 2 with Shutters (old type) with Extended Lip, no Glass",11,7,"Door / Window","Window"
"39b","Window 1 x 1 x 1 (old type) with Extended Lip, no Glass",11,7,"Door / Window","Window"
"4863","Window 1 x 4 x 2 Plane",11,7,"Door / Window","Window"
"7026b","Window 1 x 2 x 2 (Old Type) with Extended Lip and Hole in Top, no Glass",11,7,"Door / Window","Window"
"604ac01","Window 1 x 6 x 3 Panorama (old type) with Solid Studs and Fixed Glass",11,7,"Door / Window","Window"
"4132","Window 2 x 4 x 3 Frame",11,7,"Door / Window","Window"
"6160c02","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Clear Glass",11,7,"Door / Window","Window"
"604c01","Window 1 x 6 x 3 Panorama with Glass",11,7,"Door / Window","Window"
"27ac01","Window 1 x 2 x 1 (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"27a","Window 1 x 2 x 1 (old type) with Extended Lip and Solid Studs, no Glass",11,7,"Door / Window","Window"
"31b","Window 1 x 3 x 2 (old type) with Extended Lip and Hollow Studs",11,7,"Door / Window","Window"
"39","Window 1 x 1 x 1",11,7,"Door / Window","Window"
"646a","Window 1 x 6 x 2 with Shutters (old type) with Extended Lip and Solid Studs, no Glass",11,7,"Door / Window","Window"
"7026bc01","Window 1 x 2 x 2 (old type) with Extended Lip, with Glass, Hole in Top",11,7,"Door / Window","Window"
"30185c03","Window Bay 3 x 8 x 6 with Trans-Light Blue Glass",11,7,"Door / Window","Window"
"29bc01","Window 1 x 1 x 2 (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"453","Window 1 x 4 x 2 with Fixed Glass",11,7,"Door / Window","Window"
"2634c02","Window 2 x 8 x 2 Boat with Fixed Trans-Light Blue Glass",11,7,"Door / Window","Window"
"60592","Window 1 x 2 x 2 Flat Front",11,7,"Door / Window","Window"
"6556","Window 1 x 4 x 3 Train with Shutter Holes and Solid Studs on Ends",11,7,"Door / Window","Window"
"6236","Window 2 x 6 x 6 Freestyle",11,7,"Door / Window","Window"
"39a","Window 1 x 1 x 1 (old type) with Extended Lip and Solid Stud, no Glass",11,7,"Door / Window","Window"
"453bc01","Window 1 x 4 x 2 (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"4447","Window 4 x 4 x 3 Roof",11,7,"Door / Window","Window"
"3761","Window 1 x 6 x 5",11,7,"Door / Window","Window"
"7026a","Window 1 x 2 x 2 (Old Type) with Extended Lip and Hole in Top and Solid Studs, no Glass",11,7,"Door / Window","Window"
"31ac01","Window 1 x 3 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"4347","Window 1 x 4 x 5 with Fixed Glass",11,7,"Door / Window","Window"
"60032","Window 1 x 2 x 2 Plane, Single Hole Top and Bottom for Glass",11,7,"Door / Window","Window"
"30185c05","Window Bay 3 x 8 x 6 with Trans-Green Glass",11,7,"Door / Window","Window"
"31","Window 1 x 3 x 2 with Fixed Glass",11,7,"Door / Window","Window"
"6160c05","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Dark Blue Glass",11,7,"Door / Window","Window"
"453a","Window 1 x 4 x 2 (old type) with Extended Lip and Solid Studs, no Glass",11,7,"Door / Window","Window"
"30343c01","Window 4 x 10 x 2 Roof Slope Double, Complete Assembly, Trans-Dark Blue Glass",11,7,"Door / Window","Window"
"60594","Window 1 x 4 x 3 - No Shutter Tabs",11,7,"Door / Window","Window"
"7026","Window 1 x 2 x 2 with Fixed Glass",11,7,"Door / Window","Window"
"453b","Window 1 x 4 x 2 (old type) with Extended Lip, no Glass",11,7,"Door / Window","Window"
"29b","Window 1 x 1 x 2 (old type) with Extended Lip, no Glass",11,7,"Door / Window","Window"
"31a","Window 1 x 3 x 2 (old type) with Extended Lip and Solid Studs, no Glass",11,7,"Door / Window","Window"
"7026ac01","Window 1 x 2 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"4035","Window 1 x 2 x 3 Train",11,7,"Door / Window","Window"
"89648","Window 2 x 8 x 2 Boat",11,7,"Door / Window","Window"
"89648c01","Window 2 x 8 x 2 Boat with Trans-Black Glass",11,7,"Door / Window","Window"
"2377","Window 1 x 2 x 2 Plane",11,7,"Door / Window","Window"
"604a","Window 1 x 6 x 3 Panorama (old type) with Solid Studs, no Glass",11,7,"Door / Window","Window"
"6160c03","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with Trans-Light Blue Glass",11,7,"Door / Window","Window"
"4033","Window 1 x 4 x 3 Train with All Studs Hollow",11,7,"Door / Window","Window"
"453ac01","Window 1 x 4 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"2493a","Window 1 x 4 x 5 with Solid Studs",11,7,"Door / Window","Window"
"60593","Window 1 x 2 x 3 Flat Front",11,7,"Door / Window","Window"
"30185c01","Window Bay 3 x 8 x 6 with Trans-Black Glass",11,7,"Door / Window","Window"
"645bc01","Window 1 x 6 x 2 (old type) with Extended Lip, with Glass",11,7,"Door / Window","Window"
"29ac01","Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, with Fixed Glass",11,7,"Door / Window","Window"
"646ac01","Window 1 x 6 x 2 with Shutters (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"29","Window 1 x 1 x 2",11,7,"Door / Window","Window"
"30185c02","Window Bay 3 x 8 x 6 with Trans-Dark Blue Glass",11,7,"Door / Window","Window"
"4741","Window 4 x 4 x 6 Outward Sloping",11,7,"Door / Window","Window"
"6160","Window 1 x 4 x 6 Frame with 3 Panes, Fixed Glass with NO GLASS",11,7,"Door / Window","Window"
"61345","Window 1 x 4 x 2 Plane, Single Hole Top and Bottom for Glass",11,7,"Door / Window","Window"
"645a","Window 1 x 6 x 2 (old type) with Extended Lip and Solid Studs, no Glass",11,7,"Door / Window","Window"
"39c01","Window 1 x 1 x 1 with Glass",11,7,"Door / Window","Window"
"57894","Window 1 x 4 x 6 Frame with 3 Panes",11,7,"Door / Window","Window"
"646","Window 1 x 6 x 2 with Shutters",11,7,"Door / Window","Window"
"60806","Window 4 x 4 x 3 Roof with Bottom Panel",11,7,"Door / Window","Window"
"51239","Window 1 x 3 x 3 Flat Front",11,7,"Door / Window","Window"
"2493","Window 1 x 4 x 5",11,7,"Door / Window","Window"
"20309","Window 1 x 4 x 1 2/3 with Spoked Rounded Top",11,7,"Door / Window","Window"
"90195","Window 1 x 2 x 2 Castle",11,7,"Door / Window","Window"
"2634c01","Window 2 x 8 x 2 Boat with Fixed Trans-Black Glass",11,7,"Door / Window","Window"
"645","Window 1 x 6 x 2",11,7,"Door / Window","Window"
"29a","Window 1 x 1 x 2 (old type) with Extended Lip and Solid Stud, no Glass",11,7,"Door / Window","Window"
"645ac01","Window 1 x 6 x 2 (old type) with Extended Lip and Solid Studs, with Fixed Glass",11,7,"Door / Window","Window"
"27c01","Window 1 x 2 x 1 with Glass",11,7,"Door / Window","Window"
"30185c04","Window Bay 3 x 8 x 6 with Trans-Clear Glass",11,7,"Door / Window","Window"
"16477","Windscreen 16 x 8 x 6 Curved with 3 Pin Holes",11,8,"Door / Window","Windscreen"
"x224","Windscreen 8 x 6 x 2 Curved",11,8,"Door / Window","Windscreen"
"30251","Windscreen 5 x 4 x 3",11,8,"Door / Window","Windscreen"
"13760","Windscreen 2 x 6 x 2 Train",11,8,"Door / Window","Windscreen"
"95198","Windscreen 8 x 8 x 3 Dome with Dual 2 Fingers",11,8,"Door / Window","Windscreen"
"72475","Windscreen 3 x 4 x 4 Inverted, Rounded Top Inside Edges, Cut-Out Bottom Inside Edges",11,8,"Door / Window","Windscreen"
"4474","Windscreen 6 x 4 x 2 Canopy",11,8,"Door / Window","Windscreen"
"30633","Windscreen 4 x 6 x 4 Canopy with Hinge",11,8,"Door / Window","Windscreen"
"4872","Windscreen 3 x 4 x 4 Inverted",11,8,"Door / Window","Windscreen"
"18990","Windscreen 4 x 4 x 1 2/3 Canopy Half Sphere with Handle",11,8,"Door / Window","Windscreen"
"2418b","Windscreen 6 x 6 Octagonal Canopy with Axle Hole",11,8,"Door / Window","Windscreen"
"94531","Windscreen 12 x 6 x 6 Curved without Pin Holes",11,8,"Door / Window","Windscreen"
"98102","Windscreen 8 x 6 x 2 1/3 Bubble Canopy with Handle",11,8,"Door / Window","Windscreen"
"84954","Windscreen 3 x 4 x 3",11,8,"Door / Window","Windscreen"
